,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
3003,新店區,房地(土地+建物)+車位,新北市新店區安康路二段１００巷１號十五樓,11.27,商,,,1110301,土地3建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101208,117.83000000000001,3,2,1,有,有,11450000,107139,塔式車位,22.16,1200000,土地款：6641000元，建物款：4809000元親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPOOMLQJMHHGFCF77DA,56.08,3.8,5.32,有,
3004,新店區,房地(土地+建物)+車位,新北市新店區安康路二段１００巷１號十五樓之１,11.27,商,,,1110301,土地3建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101208,117.92000000000002,3,2,1,有,有,11600000,108605,塔式車位,22.16,1200000,土地款：6728000元，建物款：4872000元親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,SPOOMLQJMHHGFCF87DA,56.08,4.15,5.06,有,
3006,新店區,房地(土地+建物)+車位,新北市新店區安康路二段１００巷１號十五樓之２,10.91,商,,,1110301,土地3建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101208,114.24000000000001,2,2,1,有,有,11200000,108601,塔式車位,22.16,1200000,土地款：6496000元，建物款：4704000元親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPQOMLQJMHHGFCF97DA,53.8,3.88,5.06,有,
3007,新店區,房地(土地+建物)+車位,新北市新店區安康路二段１００巷１號十五樓之５,15.0,商,,,1110301,土地3建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101208,153.84,4,2,2,有,有,15150000,105939,塔式車位,22.16,1200000,土地款：8787000元，建物款：6363000元親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,SPQOMLQJMHHGFCF08DA,78.36,4.44,7.05,有,
3011,新店區,房地(土地+建物),新北市新店區中正路４９１號四樓之二,11.04,,,,1110311,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880406,110.18,3,2,2,有,有,16800000,152478,,0.0,0,,RPTNMLLLLHHGFCF77DA,75.09,3.55,7.69,有,306.0
3014,林口區,房地(土地+建物),新北市林口區文化二路一段２６０巷９號六樓之四,35.97,住,,,1101023,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790704,180.12,3,2,2,有,有,10000000,55519,,0.0,0,土地增值稅、印花稅、契稅、登記規費由買方負擔,RPXOMLRJMHHGFBF68DA,143.52,3.85,21.88,有,
3016,林口區,房地(土地+建物)+車位,新北市林口區吉祥路１８６號十三樓,16.36,商,,,1091130,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101215,164.86,3,2,2,有,有,16830000,105836,坡道平面,23.32,1850000,,RPRNMLMJMHHGFBF47DA,82.01,2.94,8.68,有,
3025,新莊區,房地(土地+建物),新北市新莊區昌平街４１巷１７號七樓,12.28,住,,,1110311,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850318,91.91,3,2,1,有,有,11000000,119682,,0.0,0,陽台外推；,RPRVMLPLLHHGFBF68DA,55.27,0.0,9.96,有,
3026,林口區,房地(土地+建物)+車位,新北市林口區吉祥路１８８號六樓,15.32,商,,,1100716,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101215,156.93,3,2,2,有,有,16110000,107477,坡道平面,23.32,1750000,,RPUNMLRLLHHGFBF38DA,76.81,2.99,9.16,有,
3027,新莊區,房地(土地+建物)+車位,新北市新莊區中原路５１６號十三樓之三,16.38,商,,,1110302,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060125,162.41000000000003,2,2,2,有,有,19000000,116988,坡道平面,42.84,0,,RPPPNLSLLHHGFBF28DA,68.94,0.0,5.68,有,312.0
3030,新莊區,房地(土地+建物),新北市新莊區頭興街１２０號五樓,13.54,商,,,1110311,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010515,111.00999999999999,2,2,1,有,有,17500000,157643,,0.0,0,,RPPNMLOLLHHGFBF57DA,68.09,4.25,3.41,有,313.0
3031,新莊區,房地(土地+建物),新北市新莊區龍安路６９巷４２號二十二樓,5.98,住,,,1110228,土地1建物1車位0,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,67.63,1,1,1,有,有,10600000,156735,,0.0,0,,RPOOMLOLLHHGFBF57DA,38.3,1.39,4.43,有,
3034,林口區,房地(土地+建物)+車位,新北市林口區文化三路二段３２號九樓之五,19.13,商,,,1110302,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,189.2,3,2,2,有,有,17200000,90909,坡道平面,39.18,0,窗戶增建,RPURMLQKLHHGFBF58DA,89.97,0.0,10.54,有,315.0
3035,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２１１號十六樓,27.74,住,,,1110101,土地1建物1車位2,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,256.27,4,2,2,有,有,33050000,142199,坡道平面,47.76,3400000,,RPWTMLPKLHHGFBF88DA,116.95,6.73,12.68,有,
3038,五股區,房地(土地+建物)+車位,新北市五股區新五路二段５５６號十二樓,21.18,住,,,1110222,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040803,125.69,2,1,1,有,有,12400000,108788,坡道平面,31.93,2200000,,RPPOMLKKLHHGFBF17DA,54.97,2.38,6.43,有,318.0
3052,土城區,房地(土地+建物),新北市土城區學府路一段１２６巷５６號二樓,16.21,住,,,1110311,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840211,87.15,2,1,1,有,有,11000000,126219,,0.0,0,,RPTPMLLMLHHGFAF87DA,63.17,0.0,9.36,有,
3055,板橋區,房地(土地+建物),新北市板橋區莊敬路２０１號十二樓,4.7,都市：其他:住宅區,,,1110301,土地2建物1車位0,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860526,57.39,1,1,1,有,有,11080000,193065,,0.0,0,夾層；其他增建；,RPUOMLLMLHHGFAF87DA,36.18,0.0,7.71,有,
3056,土城區,房地(土地+建物)+車位,新北市土城區學士路２６６號五樓,26.33,住,,,1110315,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100723,174.29000000000002,3,2,2,有,有,28930000,165988,坡道平面,33.38,0,,RPVNMLLJMHHGFAF67DA,87.96,2.34,5.51,有,
3061,板橋區,房地(土地+建物)+車位,新北市板橋區華江一路３９０號十樓,18.65,住,,,1100129,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110127,151.56,2,2,2,有,有,21680000,161431,坡道平面,29.65,2000000,賣方補貼買方坪差金額26645元。,RPWQMLSLLHHGFAF88DA,67.7,9.84,3.05,有,
3062,板橋區,房地(土地+建物),新北市板橋區忠孝路１９６巷１２之１號四樓,10.78,住,,,1110227,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100324,80.41,2,2,1,有,無,14750000,183435,,0.0,0,本案尚未成立管理委員會。含裝潢費；預售屋、或土地及建物分件登記案件；,RPWQMLTLLHHGFAF98DA,46.16,3.93,3.06,有,
3066,板橋區,房地(土地+建物),新北市板橋區忠孝路１９６巷１２之１號十三樓,10.78,住,,,1101120,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100324,80.41,2,2,1,有,無,15250000,189653,,0.0,0,本案尚未成立管理委員會。含裝潢費；預售屋、或土地及建物分件登記案件；,RPOPMLSLLHHGFAF97DA,46.16,3.93,3.06,有,
3075,板橋區,房地(土地+建物),新北市板橋區民生路三段３１９號三十三樓,3.2,都市：其他:住宅區,,,1101223,土地2建物1車位0,三十三層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,94.24,2,2,2,有,有,15980000,169549,,0.0,0,陽台外推；,RPUOMLLLLHHGFAF77DA,57.73,0.0,11.59,有,
3076,板橋區,房地(土地+建物),新北市板橋區文化路二段２７８號十九樓,7.12,商,,,1100717,土地2建物1車位0,十九層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,123.51,2,2,2,有,有,31000000,250992,,0.0,0,,RPXUMLQKKIGGFAF98DA,80.86,0.0,4.56,有,
3077,板橋區,房地(土地+建物),新北市板橋區廣權路２３號十二樓之一,6.79,住,,,1110222,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880209,64.53,2,2,1,有,有,9680000,150008,,0.0,0,其他增建；,RPUOMLTJLHHGFAF38DA,43.56,0.0,6.3,有,
3079,板橋區,房地(土地+建物)+車位,新北市板橋區民生路三段１８０號二樓,16.79,住,,,1110110,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091013,154.54000000000002,3,2,2,有,有,21360000,141282,坡道機械,13.97,1500000,,RPWUMLOJLHHGFAF68DA,71.39,9.7,11.56,有,
3081,桃園區,房地(土地+建物)+車位,桃園市桃園區春日路４６５號十樓,18.09,住,,,1090902,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101126,142.48000000000002,3,2,2,有,有,10460000,82060,坡道平面,34.51,1600000,預售屋、或土地及建物分件登記案件；,RPWQMLTLKIGGFAH09DA,67.09,0.0,6.36,有,
3082,桃園區,房地(土地+建物)+車位,桃園市桃園區春日路４６３號八樓,14.45,住,,,1091028,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101126,120.7,2,2,1,有,有,8600000,80056,坡道平面,34.51,1700000,預售屋、或土地及建物分件登記案件；,RPSRMLTLKIGGFAH78DA,53.41,0.0,5.23,有,
3097,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路６５２巷１６號十一樓,8.26,住,,,1110222,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860901,90.85,2,2,1,有,有,6850000,75391,坡道機械,0.0,0,,RPUQMLRKLHHGFAH68DA,47.51,0.0,7.36,有,2.0
3099,桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路二段１９１之１號十四樓,17.58,住,,,1110218,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920819,168.11,3,2,2,有,有,11320000,67337,坡道平面,0.0,0,,RPTOMLNLLHHGFAH08DA,86.97,1.86,11.48,有,4.0
3100,桃園區,房地(土地+建物)+車位,桃園市桃園區中正路１４００之３號八樓,27.45,住,,,1110305,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021231,171.60000000000002,3,2,1,有,有,19380000,112937,坡道平面,0.0,0,,RPVNMLOLLHHGFAH28DA,90.09,4.75,5.39,有,5.0
3101,桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路二段６９巷６６號九樓,11.08,住,,,1110217,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000309,93.32,1,1,1,有,有,8180000,87655,坡道平面,0.0,0,,RPTNMLSLLHHGFAH48DA,35.02,0.0,7.83,有,6.0
3104,桃園區,房地(土地+建物)+車位,桃園市桃園區大業路一段２５０號十二樓,11.48,住,,,1110126,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940302,129.14,3,2,1,有,有,10200000,78984,坡道平面,23.95,0,,RPTOMLSLLHHGFAH58DA,66.05,4.0,7.52,有,
3106,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路３６０號九樓,30.82,住,,,1110306,土地2建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030403,233.9,4,2,2,有,有,19000000,81231,坡道平面,59.98,0,,RPTNMLTLLHHGFAH58DA,104.79,2.19,11.44,有,8.0
3110,桃園區,房地(土地+建物),桃園市桃園區大興西路一段３２５號四樓之３,8.82,住,,,1110207,土地1建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860701,76.28,2,2,1,有,有,6900000,90456,,0.0,0,,RPOQMLLMLHHGFAH67DA,53.82,0.0,8.4,有,9.0
3111,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路２７號十一樓,26.51,住,,,1101118,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,158.03,3,2,2,有,有,15450000,108529,坡道平面,34.1,2000000,預售屋、或土地及建物分件登記案件；,RPWOMLLKKHHGFBH08DA,76.14,0.0,6.9,有,
3112,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路９號六樓,25.83,住,,,1101016,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,154.86,3,2,2,有,有,13900000,98957,坡道平面,34.1,1950000,預售屋、或土地及建物分件登記案件；,RPVTMLLKKHHGFBH48DA,73.9,0.0,7.03,有,
3113,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路９號七樓,25.83,住,,,1100911,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,154.86,3,2,2,有,有,13380000,97880,坡道平面,34.1,1560000,預售屋、或土地及建物分件登記案件；,RPWTMLLKKHHGFBH58DA,73.9,0.0,7.03,有,
3114,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路９號八樓,25.83,住,,,1100408,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,154.86,3,2,2,有,有,12150000,86535,坡道平面,34.1,1700000,預售屋、或土地及建物分件登記案件；,RPPUMLLKKHHGFBH97DA,73.9,0.0,7.03,有,
3115,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路３號四樓,26.51,住,,,1100801,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,158.0,3,2,2,有,有,13650000,96529,坡道平面,34.1,1690000,預售屋、或土地及建物分件登記案件；,RPPVMLLKKHHGFBH08DA,76.14,0.0,6.9,有,
3116,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路３號六樓,26.51,住,,,1090920,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,158.0,3,2,2,有,有,11560000,80791,坡道平面,34.1,1550000,預售屋、或土地及建物分件登記案件；,RPSVMLLKKHHGFBH38DA,76.14,0.0,6.9,有,
3118,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路１７號六樓,24.92,住,,,1100905,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,153.45999999999998,3,2,2,有,有,13770000,99950,坡道平面,34.1,1840000,預售屋、或土地及建物分件登記案件；,RPXQMLLLKHHGFBH48DA,71.2,0.0,6.9,有,
3119,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路２９號,26.91,住,,,1100403,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,161.16000000000003,3,2,2,有,有,13680000,94594,坡道平面,35.57,1800000,預售屋、或土地及建物分件登記案件；,RPWOMLNJLHHGFBH28DA,77.09,0.0,7.03,有,
3120,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路７號十樓,24.97,住,,,1091116,土地1建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,184.70999999999998,3,2,2,有,有,12850000,92696,坡道平面,68.2,2050000,預售屋、或土地及建物分件登記案件；,RPOPMLNJLHHGFBH57DA,71.2,0.0,6.9,有,
3123,中壢區,房地(土地+建物)+車位,桃園市中壢區文發路１５號三樓,19.63,住,,,1100221,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110121,128.08,2,2,1,有,有,9980000,89168,坡道平面,34.1,1600000,預售屋、或土地及建物分件登記案件；,RPVNMLOJLHHGFBH18DA,56.35,0.0,5.05,有,
3125,中壢區,房地(土地+建物)+車位,桃園市中壢區元化路２３８號十一樓之１,28.28,商,,,1110214,土地4建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060111,221.20999999999998,3,2,2,有,有,23880000,107952,坡道平面,0.0,0,,RPXRMLSJLHHGFBH56DA,109.84,2.12,13.15,有,11.0
3130,中壢區,房地(土地+建物)+車位,桃園市中壢區榮安一街４２７號四樓,30.13,住,,,1110309,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920311,169.61,3,2,2,有,有,7900000,46577,坡道平面,0.0,0,,RPPNMLMLLHHGFBH57DA,87.0,0.0,9.95,有,
3131,中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２２８號十四樓,12.83,住,,,1080520,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,93.39,1,0,1,有,有,6450000,76208,坡道平面,27.78,1450000,預售屋、或土地及建物分件登記案件；,RPXNMLMLLHHGFBH38DA,38.88,0.88,2.98,有,
3132,中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２３２號十樓,21.22,住,,,1080405,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,136.0,3,2,2,有,有,9310000,73554,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPOOMLMLLHHGFBH57DA,63.43,1.63,5.72,有,
3133,中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２１６號五樓,24.06,都市：其他:住宅區,,,1080419,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,150.39,3,2,2,有,有,9600000,67287,坡道平面,27.78,1350000,轉讓日期110.11.26總金額不變預售屋、或土地及建物分件登記案件；,RPPOMLMLLHHGFBH67DA,71.27,2.06,6.94,有,
3134,中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２１８號十二樓,19.58,住,,,1080602,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,127.5,2,2,2,有,有,8900000,74709,坡道平面,27.78,1450000,預售屋、或土地及建物分件登記案件；,RPQOMLMLLHHGFBH77DA,57.74,3.28,4.15,有,
3135,中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２２０號四樓,19.58,住,,,1080421,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,127.51,2,2,2,有,有,8000000,65677,坡道平面,27.78,1450000,預售屋、或土地及建物分件登記案件；,RPROMLMLLHHGFBH87DA,57.61,3.42,4.15,有,
3150,中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段３００巷６之６號十一樓,7.03,住,,,1110220,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000628,96.91999999999999,2,2,1,有,有,8000000,82542,坡道平面,0.0,0,,RPRSMLSLLHHGFBH88DA,43.16,1.34,12.73,有,
3154,中壢區,房地(土地+建物),桃園市中壢區長興街３０之１０號六樓,18.52,住,,,1110111,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940120,106.12,3,1,2,有,有,6880000,64832,,0.0,0,,RPTOMLTLLHHGFBH78DA,70.59,1.41,9.55,有,21.0
3189,楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段４６號五樓,25.83,住,,,1110225,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050811,157.76999999999998,3,2,2,有,有,9800000,62116,坡道平面,27.28,0,,RPVPMLPLLHHGFDH88DA,76.28,2.07,12.35,有,34.0
3194,楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山一街１２１之１號八樓,21.25,住,,,1110315,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,122.92,2,1,1,有,有,7235000,58859,坡道平面,30.97,0,,RPQPMLTLLHHGFDH78DA,55.46,0.0,7.79,有,38.0
3214,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南山路一段７３號七樓之８,7.56,住,,,1110212,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840811,121.59,2,2,1,有,有,7500000,61683,坡道平面,0.0,0,,RPORMLTLLHHGFEH88DA,51.84,2.31,6.66,有,47.0
3215,八德區,房地(土地+建物)+車位,桃園市八德區豐田一路３６號十二樓,52.66,都市：其他:第二種住宅區,,,1110129,土地1建物1車位1,十二層，十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021007,265.17,4,3,3,有,有,14800000,55813,坡道平面,0.0,0,,RPXOMLPKKHHGFFH98DA,148.5,0.0,13.36,有,48.0
3217,八德區,房地(土地+建物)+車位,桃園市八德區豐田一路５３號十二樓,17.71,都市：其他:第二種住宅區,,,1110222,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041012,129.87,2,2,1,有,有,9320000,71764,坡道平面,0.0,0,,RPQNMLNKLHHGFFH08DA,55.94,4.07,6.84,有,50.0
3226,平鎮區,房地(土地+建物),桃園市平鎮區中庸路１４６號三樓,14.96,商,,,1110127,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,100.19,3,2,2,有,有,6550000,65376,,0.0,0,,RPTOMLSLLHHGFGH56DA,73.89,1.16,3.89,有,
3227,平鎮區,房地(土地+建物),桃園市平鎮區文心路１２８號七樓,11.02,商,,,1110311,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,105.65,2,2,1,有,有,7820000,74018,,0.0,0,,RPOOMLTLLHHGFGH78DA,63.41,0.0,8.13,有,52.0
